client_id,inv_value_pre_90d,inv_value_pre_ever_avg,company_initial_age,cust_count_pre_90d,cust_count_pre_ever_avg,qbo_history_age,qbo_naics_1d,accounting_payroll_feature_opt,accounting_accountant_feature_opt,in_target_industry,has_target_revenue,in_sweet_spot,qbo_country,visit_to_signup,visit_to_connection,signup_to_completion,signup_to_activation,default_tgt,loss_tgt,loss_on_default_tgt,high_ltv_tgt
006669e1-e73b-4782-b71a-9af90b4b10f9,,,1.9,,,,,TRUE,FALSE,,,,US,,,,,,,,
0a650a90-3262-4d14-aa90-1e67b6c70f2a,117377.07,76548.12082,7,4,3,5045.5,5_,TRUE,FALSE,TRUE,TRUE,TRUE,US,,,,,,,,
747c48f5-fde4-4dcd-a6b7-98830705ba7b,160136.2,72085.75591,3,3,1,1130,,TRUE,FALSE,,TRUE,,US,,,,,,,,
f9792780-f26d-40e2-baf0-a420ef7b9805,197248,76982.45856,7.5,13,5,2944.6,,TRUE,FALSE,,TRUE,,US,,,0,,,,,
da0a0d57-e181-48ba-adb7-a992df3f18c2,,,0,,,,,FALSE,FALSE,,,FALSE,US,,,,,,,,
c4f48360-d7f4-4a7b-83b9-ffea5dcc0fbe,10,10,0.1,1,1,6.7,,FALSE,FALSE,,FALSE,FALSE,US,,,,,,,,
4fc59324-3737-4035-8a22-adf2d152a548,,,0,,,,,FALSE,FALSE,,,FALSE,US,,,,,,,,
245268d3-3c98-4a65-896e-784bbdb4122e,,,0,,,,,FALSE,FALSE,,,FALSE,CA,,,0,,,,,
0a8940e0-5505-4cda-9150-f1545a658a30,28957.71,7266.5475,3,60,15,93.1,,FALSE,FALSE,,FALSE,FALSE,CA,,,1.1,,,,,
6c8c38dc-757e-42e2-948f-85f01bb0e39c,21776.27,7282.368571,0.5,72,31,192.8,2_,TRUE,FALSE,TRUE,FALSE,FALSE,US,,,,,,,,
bf89adfde1eaacb6d53b26695b1f0b30150d78f3,,,0.2,,,,,FALSE,FALSE,,,FALSE,US,5.5,7.5,,,,,,
07cb0498-83ef-412f-a584-36637235f79d,115607.1,18417.90526,1.5,17,4,578.1,,FALSE,FALSE,,TRUE,FALSE,US,,,0.1,,,,,
6439de8a57ac130572b8d01bea72d45006558d14,133153.92,35754.20818,0.8,29,10,310.1,8_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,0,0,,,,,,
7c49e647-8749-4f10-aa3b-04d02ec7bef9,6462.51,3208.529167,3.3,3,1,915.9,,TRUE,FALSE,,FALSE,FALSE,CA,,,,,,,,
b627d3ff4006e159b5f8bd3aa29644674d2fa09e,754108.2,136603.8493,3,16,6,907.1,4_,TRUE,FALSE,FALSE,TRUE,FALSE,CA,0,1034.2,0,3.4,0,0,0,0
ca7c5613-ad8a-4947-ad67-a697bb91bc3b,7715.9,2507.445714,0.5,5,3,197.8,5_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,1,5.5,0,0,0,0
7d39083c-aa22-41d2-bc7a-ef3bf75ae4fa,119283.59,61525.85143,2.2,21,5,399,5_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
e728b190-a508-4b38-ae3d-68e0f05ce578,,,0,,,,,FALSE,FALSE,,,FALSE,US,,,,,,,,
ecef9aac-19ed-494c-a875-d15cfaf7c68f,110488.26,18730.40355,3.5,11,3,1243.6,,FALSE,FALSE,,TRUE,FALSE,CA,,,7,,,,,
fd4320c6-3769-4364-ab82-92bf415267e7,84126.32,28249.74631,0.3,31,4,7350.2,5_,TRUE,FALSE,TRUE,TRUE,TRUE,US,,,0,,,,,
76d6f0df-124f-426e-bc7e-7b79bee7d398,53775.01,71707.21229,4.5,11,5,2112.1,,TRUE,FALSE,,TRUE,,US,,,,,,,,
a6159636-9b1e-46b6-9aa2-11a6c1c1daa0,,,0,,,,5_,TRUE,FALSE,TRUE,,,US,,,,,,,,
f4bb06e4-6f52-4459-b0df-e65facdc27c7,118148.59,22818.20167,0.9,7,2,339,2_,FALSE,FALSE,TRUE,TRUE,FALSE,CA,,,0,,,,,
72a63238-d043-4001-98a4-f555a7753aed,195184.38,42329.86057,4.4,414,70,1597.1,3_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
9ce38d09-4d25-4f95-a07c-219d6bf13a70,,,0.7,0,,,,TRUE,FALSE,,,,CA,,,,,,,,
9f00f7c8-493d-4f61-9fe0-ef42cab97f00,,,0,,,,,FALSE,FALSE,,,FALSE,US,,,,,,,,
173f4470-ad73-4de7-b7c8-7cb4b886c8a5,145147.42,45849.642,1.5,44,11,363.8,6_,TRUE,FALSE,FALSE,TRUE,FALSE,CA,,,0,,,,,
30db477f-6289-40af-a752-f25bfd38a3ad,38194,113317.8844,7.1,4,10,2320.1,,FALSE,FALSE,,TRUE,FALSE,CA,,,,,,,,
2704796e-22e0-4ba0-9b80-9b3890f3306a,1803.45,2105.961333,1.5,2,2,600.4,,FALSE,FALSE,,FALSE,FALSE,CA,,,,,,,,
1a31dd7c-dd27-40b4-abd4-cabb4222cf7a,19238.17,3887.151176,1.5,11,2,577.8,5_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,4.7,,,,,
8b90bd75-55fc-4699-9cf6-fac75aba8006,,,0,,,,,FALSE,FALSE,,,FALSE,CA,,,,,,,,
abd71205-c77e-44c9-a401-fe2bfb0d46e5,880,880,0,4,4,,,FALSE,FALSE,,FALSE,FALSE,CA,,,0,,,,,
fa05d148-7340-4d10-b08b-271cf53b4f69,,,0,,,,9_,FALSE,FALSE,FALSE,,FALSE,US,,,,,,,,
a2d1c679-f598-48b7-a04f-8295b0a3dcab,476370.17,109007.9694,2.8,3,4,1050.2,,FALSE,FALSE,,TRUE,FALSE,CA,,,,,,,,
e8089ddc-e3de-4115-a997-6e9d1b3cd3a9,553703.34,46323.29938,2.8,1,1,1051.8,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
53ef968c-5bd9-4b74-bb47-b839f61e2ddf,740,8825.002,0.9,2,1,265.1,,FALSE,FALSE,,FALSE,FALSE,CA,,,,,,,,
6684caca-aa0b-4b96-9b7c-01b1f07c34bf,20607.73,5472.728,3.9,11,2,351,5_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
bce7c7b4-cf8f-43e1-8fa5-3c8f7d1f8f69,228546.3,56293.01458,2,11,3,719,2_,FALSE,FALSE,TRUE,TRUE,FALSE,CA,,,,,,,,
735ccafb-c469-47ec-990e-8ede88b67f9e,38165.77,9229.910159,5.2,8,7,1907.1,5_,TRUE,FALSE,TRUE,FALSE,FALSE,US,,,,,,,,
a0a5f16a-047d-45dd-b0e7-6330fd15d457,114294.08,114294.08,0,15,15,0.2,6_,FALSE,FALSE,FALSE,TRUE,FALSE,US,,,3.2,,,,,
364295d4-07d2-4a90-a02c-b8b2638bcb0e,444986.75,110572.6522,2.1,9,3,778.1,,FALSE,FALSE,,TRUE,FALSE,US,,,,,,,,
9dbd8118-5832-4b48-8e59-4583503dfac5,13885.44,5525.436316,3.2,7,3,1173.6,3_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
e355f77c-f94a-4539-9fd6-158fd0b41392,8064.97,3979.293684,2.3,6,2,833.6,5_,TRUE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
0d69d564-623e-49b3-a670-29938875dad6,8851.24,1705.44125,0.7,11,3,265.8,1_,FALSE,FALSE,FALSE,FALSE,FALSE,CA,,,,,,,,
a88d73f7-f1f5-45fa-8257-449754de8e35,49909.02,15572.85313,2.7,23,9,961.8,5_,TRUE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
91215790-8fd9-4359-94eb-1d8d45ff749f,205073.01,85235.06842,0.9,1,1,588.4,,FALSE,FALSE,,TRUE,FALSE,CA,,,,,,,,
a6f90ebb-89b4-4691-94d4-6d80d3ce0558,19647.66,12280.2575,1,2,1,360.4,5_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
fd3bd42e-3ae8-4965-bb25-1b49145f430a,1379.98,561.17,0.3,6,3,121.4,3_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,0,,,,,
30863379-4545-4699-aa2a-bfc3a4dd71e2,80820.07,26940.02333,0.1,17,8,55.4,4_,TRUE,FALSE,FALSE,FALSE,FALSE,CA,,,0,17,0,0,0,0
80d473d8-3ed4-4a31-af20-16c9f527ad24,50855.19,16688.4325,1,4,2,95.1,5_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,0,,,,,
21fb45af-30e6-47ed-955e-a25088750c40,529916.16,110695.6988,4.3,23,6,1571.3,3_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
1baac351-51ca-4c02-8fde-36dfe524183b,7300,3035,1.2,2,1,471.8,5_,FALSE,FALSE,TRUE,FALSE,FALSE,US,,,3.7,,,,,
4bfdc95c-579f-4bb0-acb7-db8a8c5cd2cc,22089.5,5060.837727,1.9,10,3,700,,TRUE,FALSE,,FALSE,FALSE,CA,,,,,,,,
fc76f54c-2ed3-43d2-a67d-16901d0977a4,20538.34,3873.674444,1.5,35,11,517,8_,TRUE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
4361c382-f895-46a0-ad92-7e9be60353f1,140642.69,43139.83567,5.2,135,58,3217.4,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
c961d12e-311e-494e-8893-650bc35fca7a,512985.16,107540.9571,4.9,12,36,1782.7,2_,TRUE,FALSE,TRUE,TRUE,TRUE,US,,,0,,,,,
33904720-7876-4bb7-9b3e-9bee1df48ad4,58677.83,46419.21643,2.3,48,56,838.6,8_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
62232892-98d4-4a79-9145-74184b870b03,5923.58,6047.9025,0.5,3,1,185.2,5_,TRUE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
4cc057da-c3eb-4e64-9f90-c8c3e22fd140,41944.98,11075.02286,0.5,8,4,181.2,,TRUE,FALSE,,FALSE,FALSE,CA,,,0,1.3,0,0,0,0
f3334cf3-cccf-4b26-8766-b8b2866956b4,229196.02,59868.00789,1.5,20,9,558.9,5_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,2,,,,,
2bfd32dd-1df8-47b1-9da6-06644687d71e,1198507.36,289309.6853,1.3,187,96,488.6,4_,FALSE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
1f22b8c6-d262-47ab-a91c-6dba77a75be7,43968.86,12223.11686,2.9,13,5,1040.6,5_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
cac8256547bcf4ee95deb8e6aa0fd8b1596d3f11,23897.5,7965.833333,0.1,9,5,62.4,4_,FALSE,FALSE,FALSE,FALSE,FALSE,CA,0,0,,,,,,
bd6b48bbd9356224c6fc53169523756a2900f13e,26833.32,27275.87167,0.4,10,6,149.1,,FALSE,FALSE,,FALSE,FALSE,CA,-1507.7,-0.7,,,,,,
d337395f0053c5b378a6e964b4e85dd213ba045f,35769.5,13537.48208,1.9,25,6,695.1,2_,TRUE,FALSE,TRUE,FALSE,FALSE,CA,0,0,13.7,,,,,
21341fbc-a1f5-4a05-ba93-73bcf6008904,51.35,51.35,0.1,2,2,11.6,6_,TRUE,FALSE,FALSE,FALSE,FALSE,US,,,0,,,,,
a8147b7c-5b37-44d8-a00a-8731571b9fe5,357617.23,112360.0279,2,14,5,742,2_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
e9d7e135-f46b-42f9-ba0e-c84e30af87e1,,92482.59615,2.5,0,17,739,,TRUE,FALSE,,TRUE,,CA,,,0,,,,,
92a14a82-c5dc-4b98-bae1-1a214b9e4224,74749.51,53111.395,6.4,1,1,213.8,5_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
27b565b9-5143-4132-80dd-a9639cebefda,17320.01,13978.20229,3.6,58,15,1332.1,,FALSE,FALSE,,FALSE,FALSE,CA,,,,,,,,
76022f97-e93d-443a-9e8d-48450b2d35b7,,,0.1,0,,,3_,FALSE,FALSE,TRUE,,FALSE,US,,,,,,,,
465a1b89-3872-444d-b873-a313f133b65e,146035.57,28839.45,2.6,3,1,899.8,2_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
49b44bc0-cc3a-45a5-9753-e4a1aafe7484,,,0,,,,,FALSE,FALSE,,,FALSE,US,,,,,,,,
66337714-b4e7-4880-9f21-0779097c8fb2,129609.66,35503.43257,5.9,29,10,2134,8_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
639bc3d1-1104-4cf9-b04f-2372c479a699,27310.5,12390.474,1.9,2,1,674.4,,FALSE,FALSE,,FALSE,FALSE,CA,,,,,,,,
7b7a718a-3903-4d0b-aa5c-2ca227b7e1b5,57070.26,13377.08788,4.4,10,4,1550.3,5_,TRUE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
a0bdc889-ded8-4464-9cd3-b7ec62da3346,223804.35,58097.13778,0.6,49,25,259.1,6_,TRUE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
f05a2362-5c34-4cfd-b08d-a9f149505a76,697779.64,195692.55,1.8,24,8,639.1,2_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
4d21bde0-1d3e-47eb-959b-02557c66c4f0,309202.72,65985.19792,2,13,4,715.7,2_,FALSE,FALSE,TRUE,TRUE,FALSE,CA,,,,,,,,
fbbf19cc-965a-4807-bc21-10f8418b6af8,14424.09,15214.005,2.3,2,13,864,,FALSE,FALSE,,FALSE,FALSE,CA,,,,,,,,
91386145-d43b-405d-84ec-51c984387e7a,339585.57,89015.19,1.9,22,9,632.6,8_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,0,22.3,0,,0,
540da3f5-b164-4837-a117-d0c2ff623ddc,61362.34,12589.16571,1.6,21,6,602.3,,TRUE,FALSE,,FALSE,FALSE,CA,,,3.2,,,,,
4bd6d255-4650-4c83-bad5-881e14209cfe,65214.07,24005.69365,5.5,169,84,1876.8,4_,TRUE,FALSE,FALSE,FALSE,FALSE,CA,,,,,,,,
4e08984a-0bef-4ddb-89d9-5da197f1e49c,54096.78,14553.774,0.5,23,11,123,1_,FALSE,FALSE,FALSE,FALSE,FALSE,CA,,,,,,,,
34e7c6c2-7980-4bba-846f-700264a6d6a9,300840.17,73492.2225,2.2,73,36,829.9,,FALSE,FALSE,,TRUE,FALSE,CA,,,0,,,,,
7fe10ae4-432e-4f24-8a62-00f790789af3,155087.51,74783.90476,2.1,9,4,625.8,2_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
41b5d717-1d51-40da-9def-530cc1387991,18377.25,6525.777143,2,7,2,699.6,5_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
10bffb86-e29e-47f9-b16e-225bbf5ec727,76041.36,37589.97178,3.8,54,44,1383.5,4_,TRUE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
4f50678a-84d0-423a-acb5-a4d60b786247,48835.46,12816.11816,3,85,21,1122.2,,FALSE,FALSE,,FALSE,FALSE,CA,,,1.6,4.9,0,0,0,0
7438050c-7615-487a-b070-f29d0205350a,141686,36394.75,1.8,25,8,108.5,,FALSE,FALSE,,TRUE,FALSE,CA,,,,,,,,
4c07b697-5fb5-41a0-b70f-e2f81d7897fe,776816.18,33254.7673,6.6,36,4,3146.8,5_,FALSE,FALSE,TRUE,TRUE,FALSE,CA,,,,,,,,
17dbaa8f-3556-4da9-8c34-744b907faa6c,2060758.8,534709.5033,0.4,15,5,142.1,4_,TRUE,FALSE,FALSE,TRUE,FALSE,US,,,,,,,,
89ab6f01-8e81-4f18-94c9-b54c83d74601,181876.82,44805.71852,2.1,33,20,794.3,2_,TRUE,FALSE,TRUE,TRUE,TRUE,US,,,18.6,,,,,
5bc4f358-713d-4687-b723-5f9915d6b66d,43719.69,21859.845,0,3,1,21,,FALSE,FALSE,,TRUE,FALSE,CA,,,0,3.1,0,0,0,0
8312d9b2-29d2-4fd9-89b1-3bc3ca9471cc,28914.89,9699.884595,3.2,18,6,1208.6,4_,FALSE,FALSE,FALSE,FALSE,FALSE,US,,,0,,,,,
2d241dd4-74d9-4425-9fdb-b3cdd8015ad6,73577.24,48045.0569,6.9,100,69,2512,5_,FALSE,FALSE,TRUE,TRUE,FALSE,CA,,,,,,,,
33c66ec2-9a34-4650-bfc0-8a0d35c5977e,42358,12791.22333,0.9,49,26,321.9,5_,FALSE,FALSE,TRUE,FALSE,FALSE,US,,,,,,,,
57ee42c7-d99d-41b5-8304-5a7176276101,116326.88,77371.01426,3.8,6,6,1401.8,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
2a138481-d26c-4e6e-ac65-2f358986c0a8,398636.19,53963.74269,3.1,97,16,950.3,5_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,0.9,,,,,
b475357c-93c8-4667-a792-f04cf20afe4b,698093.27,201205.0517,4,35,17,1423.6,5_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
b4a286f9-b1d4-44a8-882d-644083a9e9bb,472491.71,166592.2564,6.7,27,46,4634.5,4_,TRUE,FALSE,FALSE,TRUE,FALSE,CA,,,0,,,,,
56ca4507-e050-4fe3-8b51-edc1a92fa634,44571.07,14857.02333,0.2,13,6,76.9,1_,FALSE,FALSE,FALSE,FALSE,FALSE,CA,,,,,,,,
3d28a3d4-3920-4576-ad8a-0f79188663a6,120325.61,28914.55545,0.8,15,4,302.8,5_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,0.3,,,,,
d46be293-72f0-4f14-81e1-f7c06e60c210,309839.67,128553.524,6.3,5,3,5688.5,2_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
d9a06342-61e3-4f6c-ac09-0c9275c69847,119219.81,15218.50286,1.2,23,5,2177.5,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
0d8e1481-eee1-42f8-98ce-231c60db80b9,181560.93,21463.22462,1,29,5,374.7,,FALSE,FALSE,,TRUE,FALSE,CA,,,,,,,,
5dee896d-0e9e-4730-94c0-04be1c297b96,180348,43034.45367,2.4,29,20,871.1,5_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,0.1,,,,,
54cccc90-6c89-45b1-b33c-29e457143d32,1712463.53,570821.1767,0.1,66,27,73.1,1_,FALSE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
8e9a6e51-4bd3-411a-a84f-a011dad0f1eb,180769.17,41143.28703,3,76,23,1107.9,4_,FALSE,FALSE,FALSE,TRUE,FALSE,CA,,,0,,,,,
13d61e9e-5b77-4953-831f-7ad04590696d,250945.64,113930.6334,4.8,81,54,1743.8,,FALSE,FALSE,,TRUE,FALSE,CA,,,,,,,,
8bdb9a4d-fdd1-4a2d-a0ae-b4d3f163e8b7,525933.3,94770.22208,4.5,25,7,1595.6,2_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,0,,,,,
6a6fdfe3-3f0d-44a4-a3f2-e03a11583d16,260643.56,64714.973,1,4,1,370.8,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
0823fd1a-33ef-4444-89c9-769b4695dedf,9608,9608,0,2,2,,2_,TRUE,FALSE,TRUE,FALSE,FALSE,US,,,0,,,,,
ff92d475-ea39-4ed5-951e-112a0ffb8db8,153858.87,16403.36226,2.9,35,6,1056.5,,FALSE,FALSE,,TRUE,FALSE,CA,,,,,,,,
8af0614b-ad70-433c-b624-adf273810131,141764.22,35625.9835,4.9,268,123,1785.6,6_,TRUE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
1700fffc-0305-468c-9a5c-a41a46e30eb1,28050.01,26479.82425,6.2,15,7,2241.6,2_,TRUE,FALSE,TRUE,FALSE,FALSE,CA,,,1,,,,,
f47306fb-616d-4cc9-906f-d292b6c4611d,158964.35,13294.70038,4.1,70,6,968,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
660b8eff-ffca-4894-bc4c-d1599907ad66,442274.52,109273.2287,2.4,101,31,888.4,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
d182305c-2efa-49b4-9db7-263b1cbd09e8,,,0.3,,,,,FALSE,FALSE,,,FALSE,CA,,,,,,,,
fb5ccf07-d71e-4ecb-9991-78958b849d6d,42608.07,10421.66852,2.4,1,3,870.4,,TRUE,FALSE,,FALSE,FALSE,CA,,,,,,,,
0a777b01-ebbc-4de2-a819-2cce408be3d1,91879.48,24312.22857,0.9,84,21,178,,FALSE,FALSE,,FALSE,FALSE,CA,,,,,,,,
464f6d61-dd18-44c8-86fe-33ab58ec14a0,206153.49,46371.89188,2.9,45,14,1442.4,,TRUE,FALSE,,TRUE,,CA,,,,,,,,
84466f0b-da37-45f8-994f-16930b363df9,1264096.97,94178.80556,1.6,39,16,531.8,3_,FALSE,FALSE,TRUE,TRUE,FALSE,CA,,,,,,,,
5fa3c489-a464-40c1-8c0c-2e6d9da5df53,116282.25,20039.00098,4.1,8,3,1512.5,2_,FALSE,FALSE,TRUE,TRUE,FALSE,CA,,,,,,,,
2898bbec-71c1-4909-9156-1c49f5b320ce,,,0,,,,,FALSE,FALSE,,,FALSE,US,,,,,,,,
da1a1d54-6bac-4dd5-b475-873a8a4691c8,59690.24,13837.4113,1.1,120,40,1356.2,8_,FALSE,FALSE,TRUE,FALSE,FALSE,US,,,0,,,,,
81922339-e595-4af6-96a2-c0c77ccaa917,29015.41,9782.0976,2.7,5,3,990.2,8_,FALSE,FALSE,TRUE,FALSE,FALSE,CA,,,,,,,,
b9b92ba8-29d7-4148-8da3-22389a8e4b30,50550,10404.75412,5.6,138,59,2051,5_,FALSE,FALSE,TRUE,FALSE,FALSE,US,,,0,,,,,
b566c1c2-ed74-4802-a149-e9b20f09934b,287710,46756.38429,2.2,49,22,834.3,5_,TRUE,FALSE,TRUE,TRUE,TRUE,US,,,,,,,,
0f9231a1-a5e5-4bf7-98c9-295d610737e8,,,0.4,,,,4_,TRUE,FALSE,FALSE,,FALSE,CA,,,,,,,,
616495e9-41b9-4dc0-bfdd-ac55e75bcd17,121940.23,121940.23,0,2,2,3.3,1_,FALSE,FALSE,FALSE,TRUE,FALSE,CA,,,25.9,,,,,
d61025d8-d51f-436f-8229-89b0429c5708,87610.29,61700.95396,4.2,40,24,1442.2,6_,TRUE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
ea55356a-ea3c-45a1-a145-0e42ccdf28a4,,,0,,,,,FALSE,FALSE,,,FALSE,CA,,,0.7,,,,,
f83e5ba1-65f6-4bd7-b118-8108d21e7072,42651.83,10647.51357,5.5,54,9,2009.8,,TRUE,TRUE,,FALSE,FALSE,CA,,,1.8,6.2,0,0,0,0
450eb7e6-d41f-481f-911c-29583b2971ad,326536.1,26228.8104,2.5,39,8,948.6,,TRUE,FALSE,,TRUE,,CA,,,12.9,20.2,0,0,0,0
186f0a37-4855-4593-bff8-c982644a5ea8,14385,9459.696042,4,1,2,1438.8,1_,TRUE,FALSE,FALSE,FALSE,FALSE,CA,,,3.1,,,,,
f7dd596f-6456-499b-8eb3-7e679278dbaf,1810313.79,578053.335,4.5,135,67,1612.6,6_,FALSE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
5108f687-bfb5-47cb-833c-2ea6c6093ec7,416303.12,91247.045,1.3,25,7,343.8,1_,FALSE,FALSE,FALSE,TRUE,FALSE,CA,,,,,,,,
07069f26-a379-4deb-8766-cd5af195bc6f,14911.57,6877.09,0.5,13,5,164.5,4_,TRUE,FALSE,FALSE,FALSE,FALSE,CA,,,0.6,,,,,
e4251a01-b8cf-43a1-83ba-54c2b9e1c761,321180.78,79641.56,0.5,38,11,174.8,3_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
6beaca73-7aaf-4ec0-ba79-b4f71140193f,13080.69,3684.990909,4,12,14,331.9,,TRUE,TRUE,,FALSE,FALSE,CA,,,,,,,,
ee1b88ed-311e-428b-b91a-a5db8efe6920,548370.95,116782.8587,4.5,26,8,1646.8,3_,TRUE,FALSE,TRUE,TRUE,TRUE,CA,,,,,,,,
fa83c88d-8190-406a-b91d-c2ddfdb0ff02,113,168.4111111,2.6,1,1,950,,FALSE,FALSE,,,FALSE,CA,,,,,,,,
ca08c93f-0a32-4a4a-8771-c1da2e102f64,333.08,1656.76,1,5,5,312.6,,FALSE,FALSE,,FALSE,FALSE,CA,,,,,,,,
0e1355d3-cb9f-472e-9020-18675c079978,19775,6748.560208,5.4,7,4,1441,,TRUE,TRUE,,FALSE,FALSE,CA,,,,,,,,
